product_barcode,product_name,replacement_rank,replacement_barcode,replacement_name,replacement_reason,price_difference,replacement_score
8906000000073,Amul Cheese Mini 200g,3,8906000000165,Go Cheese Classic 200g,Same subcategory,-71.25,63.875
8906000000074,Dabur Red Toothpaste Classic 150g,1,8906000000095,Listerine Mouthwash Family Pack 250ml,Same category fallback,4.0,86.6
8906000000074,Dabur Red Toothpaste Classic 150g,2,8906000000236,Colgate Toothpaste Value Pack 80g,Same subcategory,-6.8,78.32
8906000000074,Dabur Red Toothpaste Classic 150g,3,8906000000236,Colgate Toothpaste Value Pack 80g,Same subcategory,-6.8,70.32
8906000000075,Pepsi Soft Drinks Fresh 600ml,1,8906000000472,Fanta Soft Drinks Regular 1.25L,Same subcategory,-7.81,86.219
8906000000075,Pepsi Soft Drinks Fresh 600ml,2,8906000000319,Thums Up Soft Drinks Original 2L,Same subcategory,10.1,77.99
8906000000075,Pepsi Soft Drinks Fresh 600ml,3,8906000000094,Thums Up Soft Drinks Mini 600ml,Same subcategory,-12.31,69.769
8906000000076,Apsara Stationery Mini 10pc,1,8906000000387,Apsara Stationery Classic 1pc,Same subcategory,-33.3,83.67
8906000000076,Apsara Stationery Mini 10pc,2,8906000000172,Camlin Stationery Jumbo 1pc,Same subcategory,-103.79,68.621
8906000000076,Apsara Stationery Mini 10pc,3,8906000000456,Nataraj Stationery Value Pack 10pc,Same subcategory,-112.44,59.756
8906000000077,Saffola Oats Original 400g,1,8906000000136,Quaker Oats Regular 400g,Same subcategory,7.0,86.3
8906000000077,Saffola Oats Original 400g,2,8906000000210,Kellogg's Oats Regular 1kg,Same subcategory,-15.9,77.41
8906000000077,Saffola Oats Original 400g,3,8906000000162,Saffola Oats Classic 400g,Same subcategory,-32.4,67.76
8906000000078,Cadbury Chocolates Original 100g,1,8906000000203,Cadbury Chocolates Mini 50g,Same subcategory,9.34,86.066
8906000000078,Cadbury Chocolates Original 100g,2,8906000000498,Nestle Chocolates Value Pack 100g,Same subcategory,-18.7,77.13
8906000000078,Cadbury Chocolates Original 100g,3,8906000000435,Ferrero Chocolates Family Pack 100g,Same subcategory,136.25,57.375
8906000000079,Britannia Butter Fresh 100g,1,8906000000195,Gowardhan Butter Mini 500g,Same subcategory,4.53,86.547
8906000000079,Britannia Butter Fresh 100g,2,8906000000070,Amul Butter Jumbo 500g,Same subcategory,4.85,78.515
8906000000079,Britannia Butter Fresh 100g,3,8906000000500,Britannia Butter Fresh 500g,Same subcategory,-9.7,70.03
8906000000080,Gowardhan Ghee Mini 1L,1,8906000000182,Gowardhan Ghee Mini 500ml,Same subcategory,162.64,70.736
8906000000080,Gowardhan Ghee Mini 1L,2,8906000000393,Gowardhan Ghee Value Pack 500ml,Same subcategory,168.8,62.120000000000005
8906000000080,Gowardhan Ghee Mini 1L,3,8906000000449,Gowardhan Ghee Classic 1L,Same subcategory,199.6,55
8906000000081,Oral-B Toothbrush Value Pack 1pc,1,8906000000084,Colgate Toothbrush Fresh 1pc,Same subcategory,-13.9,85.61
8906000000081,Oral-B Toothbrush Value Pack 1pc,2,8906000000277,Colgate Toothbrush Lite 1pc,Same subcategory,-22.9,76.71000000000001
8906000000081,Oral-B Toothbrush Value Pack 1pc,3,8906000000018,Sensodyne Toothbrush Lite 2pc,Same subcategory,23.9,68.61
8906000000082,Gits Instant Mix Mini 200g,1,8906000000029,MTR Instant Mix Value Pack 200g,Same subcategory,11.0,85.9
8906000000082,Gits Instant Mix Mini 200g,2,8906000000490,Gits Instant Mix Lite 500g,Same subcategory,16.8,77.32
8906000000082,Gits Instant Mix Mini 200g,3,8906000000254,MTR Instant Mix Jumbo 500g,Same subcategory,-159.0,55.1
8906000000083,Eveready Batteries Family Pack 4pc,1,8906000000429,Eveready Batteries Original 4pc,Same subcategory,-36.25,83.375
8906000000083,Eveready Batteries Family Pack 4pc,2,8906000000234,Duracell Batteries Mini 4pc,Same subcategory,42.3,74.77
8906000000083,Eveready Batteries Family Pack 4pc,3,8906000000283,Eveready Batteries Lite 2pc,Same subcategory,-43.49,66.651
8906000000084,Colgate Toothbrush Fresh 1pc,1,8906000000277,Colgate Toothbrush Lite 1pc,Same subcategory,-9.0,86.1
8906000000084,Colgate Toothbrush Fresh 1pc,2,8906000000017,Pepsodent Toothbrush Family Pack 4pc,Same subcategory,-11.7,77.83
8906000000084,Colgate Toothbrush Fresh 1pc,3,8906000000081,Oral-B Toothbrush Value Pack 1pc,Same subcategory,13.9,69.61
8906000000085,Balaji Small Snacks Family Pack 50g,1,8906000000014,Parle Small Snacks Jumbo 50g,Same subcategory,4.3,86.57
8906000000085,Balaji Small Snacks Family Pack 50g,2,8906000000415,Parle Small Snacks Original 50g,Same subcategory,6.1,78.39
8906000000085,Balaji Small Snacks Family Pack 50g,3,8906000000448,Haldiram Small Snacks Fresh 50g,Same subcategory,11.76,69.824
8906000000086,Tropicana Juices Regular 1L,1,8906000000119,B Natural Juices Mini 1L,Same subcategory,9.3,86.07
8906000000086,Tropicana Juices Regular 1L,2,8906000000258,Real Juices Regular 200ml,Same subcategory,38.85,75.115
8906000000086,Tropicana Juices Regular 1L,3,8906000000092,Real Juices Value Pack 200ml,Same subcategory,56.52,65.348
8906000000087,Pomegranate 1kg,1,8906000000012,Pomegranate 1kg,Same subcategory,-16.75,85.325
8906000000087,Pomegranate 1kg,2,8906000000366,Sweet Lime 1kg,Same subcategory,-21.95,76.805
8906000000087,Pomegranate 1kg,3,8906000000044,Apple 1kg,Same subcategory,48.61,66.139
8906000000088,Mother Dairy Ghee Original 500ml,1,8906000000186,Mother Dairy Ghee Value Pack 500ml,Same subcategory,5.69,86.43100000000001
8906000000088,Mother Dairy Ghee Original 500ml,2,8906000000449,Gowardhan Ghee Classic 1L,Same subcategory,-21.09,76.89099999999999
8906000000088,Mother Dairy Ghee Original 500ml,3,8906000000163,Patanjali Ghee Regular 500ml,Same subcategory,27.62,68.238
8906000000089,Hide & Seek Cream Biscuits Regular 150g,1,8906000000061,Bourbon Cream Biscuits Jumbo 150g,Same subcategory,3.13,86.687
8906000000089,Hide & Seek Cream Biscuits Regular 150g,2,8906000000143,Hide & Seek Cream Biscuits Mini 150g,Same subcategory,-5.99,78.401
8906000000089,Hide & Seek Cream Biscuits Regular 150g,3,8906000000071,Hide & Seek Cream Biscuits Premium 150g,Same subcategory,9.41,70.059
8906000000090,Saffola Salt Salt Classic 1kg,1,8906000000252,Aashirvaad Salt Salt Mini 1kg,Same subcategory,-26.0,84.4
8906000000090,Saffola Salt Salt Classic 1kg,2,8906000000470,Saffola Salt Salt Classic 1kg,Same subcategory,-69.7,72.03
8906000000090,Saffola Salt Salt Classic 1kg,3,8906000000260,Saffola Salt Salt Fresh 1kg,Same subcategory,-92.0,61.8
8906000000091,Amul Butter Family Pack 100g,1,8906000000336,Gowardhan Butter Premium 500g,Same subcategory,-18.48,85.152
8906000000091,Amul Butter Family Pack 100g,2,8906000000144,Amul Butter Jumbo 100g,Same subcategory,-24.03,76.597
8906000000091,Amul Butter Family Pack 100g,3,8906000000383,Gowardhan Butter Lite 100g,Same subcategory,28.7,68.13
8906000000092,Real Juices Value Pack 200ml,1,8906000000025,Tropicana Juices Value Pack 1L,Same subcategory,11.16,85.884
8906000000092,Real Juices Value Pack 200ml,2,8906000000321,B Natural Juices Jumbo 1L,Same subcategory,12.73,77.727
8906000000092,Real Juices Value Pack 200ml,3,8906000000258,Real Juices Regular 200ml,Same subcategory,-17.67,69.233
8906000000093,Kellogg's Oats Family Pack 1kg,1,8906000000162,Saffola Oats Classic 400g,Same subcategory,12.6,85.74
8906000000093,Kellogg's Oats Family Pack 1kg,2,8906000000210,Kellogg's Oats Regular 1kg,Same subcategory,29.1,76.09
8906000000093,Kellogg's Oats Family Pack 1kg,3,8906000000077,Saffola Oats Original 400g,Same subcategory,45.0,66.5
8906000000094,Thums Up Soft Drinks Mini 600ml,1,8906000000484,Sprite Soft Drinks Regular 250ml,Same subcategory,-1.3,86.87
8906000000094,Thums Up Soft Drinks Mini 600ml,2,8906000000472,Fanta Soft Drinks Regular 1.25L,Same subcategory,4.5,78.55
8906000000094,Thums Up Soft Drinks Mini 600ml,3,8906000000075,Pepsi Soft Drinks Fresh 600ml,Same subcategory,12.31,69.769
8906000000095,Listerine Mouthwash Family Pack 250ml,1,8906000000491,Listerine Mouthwash Original 250ml,Same subcategory,-48.25,82.175
8906000000095,Listerine Mouthwash Family Pack 250ml,2,8906000000377,Listerine Mouthwash Family Pack 250ml,Same subcategory,49.1,74.09
8906000000095,Listerine Mouthwash Family Pack 250ml,3,8906000000421,Listerine Mouthwash Original 250ml,Same subcategory,-57.75,65.225
8906000000096,Tide Detergent Lite 2kg,1,8906000000388,Tide Detergent Classic 2kg,Same subcategory,-7.6,86.24
8906000000096,Tide Detergent Lite 2kg,2,8906000000460,Tide Detergent Original 4kg,Same subcategory,-41.6,74.84
8906000000096,Tide Detergent Lite 2kg,3,8906000000398,Rin Detergent Classic 1kg,Same subcategory,54.77,65.523
8906000000097,Top Ramen Noodles Original 140g,1,8906000000313,Yippee Noodles Value Pack 280g,Same subcategory,4.65,86.535
8906000000097,Top Ramen Noodles Original 140g,2,8906000000218,Yippee Noodles Regular 70g,Same subcategory,-9.8,78.02
8906000000097,Top Ramen Noodles Original 140g,3,8906000000303,Knorr Noodles Regular 140g,Same subcategory,20.7,68.93
8906000000098,Nivea Face Wash Family Pack 100g,1,8906000000208,Garnier Face Wash Classic 150g,Same subcategory,13.14,85.68599999999999
8906000000098,Nivea Face Wash Family Pack 100g,2,8906000000382,Ponds Face Wash Fresh 150g,Same subcategory,-20.2,76.98
8906000000098,Nivea Face Wash Family Pack 100g,3,8906000000481,Garnier Face Wash Regular 150g,Same subcategory,-28.65,68.135
8906000000099,Dhampur Sugar Family Pack 1kg,1,8906000000403,Madhur Sugar Lite 5kg,Same subcategory,-6.58,86.342
8906000000099,Dhampur Sugar Family Pack 1kg,2,8906000000420,Dhampur Sugar Value Pack 5kg,Same subcategory,-27.97,76.203
8906000000099,Dhampur Sugar Family Pack 1kg,3,8906000000170,Dhampur Sugar Value Pack 5kg,Same subcategory,-34.68,67.532
8906000000100,Pillsbury Atta Classic 5kg,1,8906000000487,Aashirvaad Atta Regular 5kg,Same subcategory,98.9,77.11
8906000000100,Pillsbury Atta Classic 5kg,2,8906000000461,Fortune Atta Regular 1kg,Same subcategory,-133.8,65.62
8906000000100,Pillsbury Atta Classic 5kg,3,8906000000251,Pillsbury Atta Mini 5kg,Same subcategory,-142.0,56.8
8906000000101,Medimix Soap Fresh 75g,1,8906000000128,Pears Soap Fresh 100g,Same subcategory,11.95,85.805
8906000000101,Medimix Soap Fresh 75g,2,8906000000350,Dove Soap Lite 125g,Same subcategory,12.95,77.705
8906000000101,Medimix Soap Fresh 75g,3,8906000000289,Santoor Soap Regular 75g,Same subcategory,15.95,69.405
8906000000102,Farm Fresh Eggs Lite 6pc,1,8906000000343,Local Farm Eggs Regular 12pc,Same subcategory,-0.4,86.96
8906000000102,Farm Fresh Eggs Lite 6pc,2,8906000000107,Suguna Eggs Lite 12pc,Same subcategory,-1.05,78.895
8906000000102,Farm Fresh Eggs Lite 6pc,3,8906000000497,Suguna Eggs Classic 12pc,Same subcategory,2.54,70.746
8906000000103,MTR Ready To Eat Value Pack 500g,1,8906000000479,Haldiram Ready To Eat Jumbo 500g,Same subcategory,-27.45,84.255
8906000000103,MTR Ready To Eat Value Pack 500g,2,8906000000437,MTR Ready To Eat Classic 500g,Same subcategory,-27.45,76.255
8906000000103,MTR Ready To Eat Value Pack 500g,3,8906000000207,Haldiram Ready To Eat Jumbo 500g,Same subcategory,27.9,68.21
8906000000104,Bailey Water Lite 1L,1,8906000000008,Kinley Water Classic 500ml,Same subcategory,-0.35,86.965
8906000000104,Bailey Water Lite 1L,2,8906000000310,Kinley Water Family Pack 1L,Same subcategory,-2.8,78.72
8906000000104,Bailey Water Lite 1L,3,8906000000274,Bisleri Water Premium 1L,Same subcategory,-4.3,70.57
8906000000105,Soulfull Cereal Fresh 500g,1,8906000000122,Kellogg's Cereal Original 250g,Same subcategory,5.9,86.41
8906000000105,Soulfull Cereal Fresh 500g,2,8906000000220,Kellogg's Cereal Regular 1kg,Same subcategory,34.59,75.541
8906000000105,Soulfull Cereal Fresh 500g,3,8906000000418,Bagrry's Cereal Family Pack 1kg,Same subcategory,70.5,63.95
8906000000106,Vim Dishwash Mini 750ml,1,8906000000290,Pril Dishwash Mini 750ml,Same subcategory,33.0,83.7
8906000000106,Vim Dishwash Mini 750ml,2,8906000000432,Pril Dishwash Fresh 750ml,Same subcategory,-48.5,74.15
8906000000106,Vim Dishwash Mini 750ml,3,8906000000276,Vim Dishwash Premium 250g,Same subcategory,51.41,65.859
8906000000107,Suguna Eggs Lite 12pc,1,8906000000343,Local Farm Eggs Regular 12pc,Same subcategory,0.65,86.935
8906000000107,Suguna Eggs Lite 12pc,2,8906000000102,Farm Fresh Eggs Lite 6pc,Same subcategory,1.05,78.895
8906000000107,Suguna Eggs Lite 12pc,3,8906000000497,Suguna Eggs Classic 12pc,Same subcategory,3.59,70.641
8906000000108,Bisleri Water Jumbo 2L,1,8906000000235,Kinley Water Classic 500ml,Same subcategory,0.0,87.0
8906000000108,Bisleri Water Jumbo 2L,2,8906000000177,Kinley Water Regular 2L,Same subcategory,0.0,79.0
8906000000108,Bisleri Water Jumbo 2L,3,8906000000001,Bisleri Water Regular 2L,Same subcategory,-0.75,70.925
8906000000109,Sanifresh Toilet Cleaner Regular 500ml,1,8906000000200,Domex Toilet Cleaner Mini 500ml,Same subcategory,-8.03,86.197
8906000000109,Sanifresh Toilet Cleaner Regular 500ml,2,8906000000394,Domex Toilet Cleaner Value Pack 1L,Same subcategory,-9.32,78.068
8906000000109,Sanifresh Toilet Cleaner Regular 500ml,3,8906000000194,Domex Toilet Cleaner Premium 500ml,Same subcategory,-11.75,69.825
8906000000110,Bisleri Water Value Pack 1L,1,8906000000067,Kinley Water Classic 1L,Same subcategory,1.26,86.874
8906000000110,Bisleri Water Value Pack 1L,2,8906000000158,Kinley Water Fresh 1L,Same subcategory,2.0,78.8
8906000000110,Bisleri Water Value Pack 1L,3,8906000000003,Bailey Water Lite 1L,Same subcategory,-2.13,70.787
8906000000111,Nivea Body Wash Original 250ml,1,8906000000494,Pears Body Wash Classic 500ml,Same subcategory,-12.34,85.766
8906000000111,Nivea Body Wash Original 250ml,2,8906000000361,Fiama Body Wash Value Pack 500ml,Same subcategory,-29.24,76.076
8906000000111,Nivea Body Wash Original 250ml,3,8906000000032,Pears Body Wash Regular 500ml,Same subcategory,67.66,64.234
8906000000112,Gowardhan Milk Fresh 500ml,1,8906000000157,Dinshaw's Milk Value Pack 1L,Same subcategory,5.82,86.418
8906000000112,Gowardhan Milk Fresh 500ml,2,8906000000285,Amul Milk Lite 500ml,Same subcategory,7.87,78.213
8906000000112,Gowardhan Milk Fresh 500ml,3,8906000000117,Dinshaw's Milk Original 1L,Same subcategory,10.59,69.941
8906000000113,Wagh Bakri Tea Jumbo 500g,1,8906000000317,Wagh Bakri Tea Family Pack 1kg,Same subcategory,-0.75,86.925
8906000000113,Wagh Bakri Tea Jumbo 500g,2,8906000000496,Wagh Bakri Tea Lite 250g,Same subcategory,40.3,74.97
8906000000113,Wagh Bakri Tea Jumbo 500g,3,8906000000341,Wagh Bakri Tea Mini 500g,Same subcategory,85.49,62.451
8906000000114,Sensodyne Toothbrush Original 4pc,1,8906000000017,Pepsodent Toothbrush Family Pack 4pc,Same subcategory,27.5,84.25
8906000000114,Sensodyne Toothbrush Original 4pc,2,8906000000277,Colgate Toothbrush Lite 1pc,Same subcategory,30.2,75.98
8906000000114,Sensodyne Toothbrush Original 4pc,3,8906000000084,Colgate Toothbrush Fresh 1pc,Same subcategory,39.2,67.08
8906000000115,Dabur Honey Original 500g,1,8906000000332,Apis Honey Fresh 250g,Same subcategory,24.0,84.6
8906000000115,Dabur Honey Original 500g,2,8906000000315,Apis Honey Classic 250g,Same subcategory,39.88,75.012
8906000000115,Dabur Honey Original 500g,3,8906000000339,Saffola Honey Value Pack 250g,Same subcategory,59.0,65.1
8906000000116,Navratna Hair Oil Mini 100ml,1,8906000000396,Dabur Amla Hair Oil Regular 500ml,Same subcategory,-8.35,86.16499999999999
8906000000116,Navratna Hair Oil Mini 100ml,2,8906000000392,Parachute Hair Oil Value Pack 100ml,Same subcategory,-21.34,76.866
8906000000116,Navratna Hair Oil Mini 100ml,3,8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,Same subcategory,-29.74,68.026
8906000000117,Dinshaw's Milk Original 1L,1,8906000000370,Dinshaw's Milk Lite 500ml,Same subcategory,0.48,86.952
8906000000117,Dinshaw's Milk Original 1L,2,8906000000065,Mother Dairy Milk Mini 1L,Same subcategory,1.78,78.822
8906000000117,Dinshaw's Milk Original 1L,3,8906000000270,Dinshaw's Milk Family Pack 1L,Same subcategory,2.68,70.732
8906000000118,Knorr Soup Lite 100g,1,8906000000183,Knorr Soup Regular 45g,Same subcategory,18.3,85.17
8906000000118,Knorr Soup Lite 100g,2,8906000000431,Knorr Soup Regular 45g,Same subcategory,-20.9,76.91
8906000000118,Knorr Soup Lite 100g,3,8906000000474,Knorr Soup Lite 100g,Same subcategory,-50.51,65.949
8906000000119,B Natural Juices Mini 1L,1,8906000000086,Tropicana Juices Regular 1L,Same subcategory,-9.3,86.07
8906000000119,B Natural Juices Mini 1L,2,8906000000258,Real Juices Regular 200ml,Same subcategory,29.55,76.045
8906000000119,B Natural Juices Mini 1L,3,8906000000092,Real Juices Value Pack 200ml,Same subcategory,47.22,66.278
8906000000120,Ponds Moisturizer Value Pack 200ml,1,8906000000361,Fiama Body Wash Value Pack 500ml,Same category fallback,0.75,86.925
8906000000120,Ponds Moisturizer Value Pack 200ml,2,8906000000230,Navratna Talcum Powder Regular 300g,Same category fallback,1.9,78.81
8906000000120,Ponds Moisturizer Value Pack 200ml,3,8906000000345,Ponds Face Wash Regular 50g,Same category fallback,8.65,70.135
8906000000121,Ezee Fabric Care Family Pack 1L,1,8906000000432,Pril Dishwash Fresh 750ml,Same category fallback,15.51,85.449
8906000000121,Ezee Fabric Care Family Pack 1L,2,8906000000174,Wheel Detergent Premium 2kg,Same category fallback,41.21,74.879
8906000000121,Ezee Fabric Care Family Pack 1L,3,8906000000052,Harpic Toilet Cleaner Original 1L,Same category fallback,57.56,65.244
8906000000122,Kellogg's Cereal Original 250g,1,8906000000105,Soulfull Cereal Fresh 500g,Same subcategory,-5.9,86.41
8906000000122,Kellogg's Cereal Original 250g,2,8906000000220,Kellogg's Cereal Regular 1kg,Same subcategory,28.69,76.131
8906000000122,Kellogg's Cereal Original 250g,3,8906000000418,Bagrry's Cereal Family Pack 1kg,Same subcategory,64.6,64.54
8906000000123,Head & Shoulders Shampoo Regular 650ml,1,8906000000034,Dove Shampoo Regular 650ml,Same subcategory,45.15,82.485
8906000000123,Head & Shoulders Shampoo Regular 650ml,2,8906000000385,Dove Shampoo Lite 650ml,Same subcategory,74.7,71.53
8906000000123,Head & Shoulders Shampoo Regular 650ml,3,8906000000400,Pantene Shampoo Regular 80ml,Same subcategory,122.25,58.775
8906000000124,Amul Butter Original 100g,1,8906000000320,Gowardhan Butter Mini 100g,Same subcategory,29.96,84.004
8906000000124,Amul Butter Original 100g,2,8906000000070,Amul Butter Jumbo 500g,Same subcategory,-56.84,73.316
8906000000124,Amul Butter Original 100g,3,8906000000195,Gowardhan Butter Mini 500g,Same subcategory,-57.16,65.284
8906000000125,McCain Frozen Snacks Value Pack 1kg,1,8906000000480,McCain Frozen Snacks Regular 400g,Same subcategory,-45.5,82.45
8906000000125,McCain Frozen Snacks Value Pack 1kg,2,8906000000293,McCain Frozen Snacks Regular 400g,Same subcategory,-47.3,74.27
8906000000125,McCain Frozen Snacks Value Pack 1kg,3,8906000000286,McCain Frozen Snacks Family Pack 1kg,Same subcategory,-72.5,63.75
8906000000126,Fortune Dal Fresh 2kg,1,8906000000006,Tata Sampann Dal Regular 2kg,Same subcategory,-16.66,85.334
8906000000126,Fortune Dal Fresh 2kg,2,8906000000342,24 Mantra Dal Original 1kg,Same subcategory,-29.66,76.034
8906000000126,Fortune Dal Fresh 2kg,3,8906000000333,Tata Sampann Dal Jumbo 2kg,Same subcategory,-50.96,65.904
8906000000127,Potato 1kg,1,8906000000389,Beans 1kg,Same subcategory,17.0,85.3
8906000000127,Potato 1kg,2,8906000000225,Onion 1kg,Same subcategory,19.1,77.09
8906000000127,Potato 1kg,3,8906000000190,Onion 1kg,Same subcategory,36.16,67.384
8906000000128,Pears Soap Fresh 100g,1,8906000000350,Dove Soap Lite 125g,Same subcategory,1.0,86.9
8906000000128,Pears Soap Fresh 100g,2,8906000000289,Santoor Soap Regular 75g,Same subcategory,4.0,78.6
8906000000128,Pears Soap Fresh 100g,3,8906000000101,Medimix Soap Fresh 75g,Same subcategory,-11.95,69.805
8906000000129,Godrej Yummiez Frozen Snacks Value Pack 1kg,1,8906000000175,ITC Master Chef Frozen Snacks Premium 1kg,Same subcategory,34.54,83.54599999999999
8906000000129,Godrej Yummiez Frozen Snacks Value Pack 1kg,2,8906000000237,ITC Master Chef Frozen Snacks Original 400g,Same subcategory,116.0,67.4
8906000000129,Godrej Yummiez Frozen Snacks Value Pack 1kg,3,8906000000176,ITC Master Chef Frozen Snacks Original 1kg,Same subcategory,120.0,59.0
8906000000130,Sprite Soft Drinks Lite 250ml,1,8906000000148,Pepsi Soft Drinks Lite 2L,Same subcategory,-12.75,85.725
8906000000130,Sprite Soft Drinks Lite 250ml,2,8906000000353,Pepsi Soft Drinks Premium 250ml,Same subcategory,-13.35,77.665
8906000000130,Sprite Soft Drinks Lite 250ml,3,8906000000484,Sprite Soft Drinks Regular 250ml,Same subcategory,14.45,69.555
8906000000131,Oreo Cream Biscuits Fresh 150g,1,8906000000217,Bourbon Cream Biscuits Classic 100g,Same subcategory,-0.22,86.978
8906000000131,Oreo Cream Biscuits Fresh 150g,2,8906000000375,Oreo Cream Biscuits Original 100g,Same subcategory,-0.22,78.978
8906000000131,Oreo Cream Biscuits Fresh 150g,3,8906000000071,Hide & Seek Cream Biscuits Premium 150g,Same subcategory,-0.82,70.918
8906000000132,MTR Ready To Eat Premium 500g,1,8906000000207,Haldiram Ready To Eat Jumbo 500g,Same subcategory,-9.74,86.026
8906000000132,MTR Ready To Eat Premium 500g,2,8906000000103,MTR Ready To Eat Value Pack 500g,Same subcategory,-37.64,75.236
8906000000132,MTR Ready To Eat Premium 500g,3,8906000000479,Haldiram Ready To Eat Jumbo 500g,Same subcategory,-65.09,64.491
8906000000133,Britannia Bread Regular 400g,1,8906000000298,Local Bakery Bread Jumbo 700g,Same subcategory,-2.27,86.773
8906000000133,Britannia Bread Regular 400g,2,8906000000185,Britannia Bread Regular 700g,Same subcategory,-20.02,76.998
8906000000133,Britannia Bread Regular 400g,3,8906000000259,Harvest Gold Bread Fresh 400g,Same subcategory,-31.47,67.853
8906000000134,Patanjali Ghee Lite 1L,1,8906000000445,Patanjali Ghee Fresh 1L,Same subcategory,8.0,86.2
8906000000134,Patanjali Ghee Lite 1L,2,8906000000163,Patanjali Ghee Regular 500ml,Same subcategory,-53.53,73.647
8906000000134,Patanjali Ghee Lite 1L,3,8906000000186,Mother Dairy Ghee Value Pack 500ml,Same subcategory,-75.46,63.45399999999999
8906000000135,Rin Detergent Fresh 1kg,1,8906000000138,Surf Excel Detergent Regular 2kg,Same subcategory,3.1,86.69
8906000000135,Rin Detergent Fresh 1kg,2,8906000000407,Surf Excel Detergent Premium 2kg,Same subcategory,-62.15,72.785
8906000000135,Rin Detergent Fresh 1kg,3,8906000000054,Tide Detergent Family Pack 2kg,Same subcategory,-104.6,60.540000000000006
8906000000136,Quaker Oats Regular 400g,1,8906000000077,Saffola Oats Original 400g,Same subcategory,-7.0,86.3
8906000000136,Quaker Oats Regular 400g,2,8906000000210,Kellogg's Oats Regular 1kg,Same subcategory,-22.9,76.71
8906000000136,Quaker Oats Regular 400g,3,8906000000162,Saffola Oats Classic 400g,Same subcategory,-39.4,67.06
8906000000137,Nataraj Stationery Original 10pc,1,8906000000272,Classmate Stationery Regular 1pc,Same subcategory,-6.75,86.325
8906000000137,Nataraj Stationery Original 10pc,2,8906000000039,Camlin Stationery Original 10pc,Same subcategory,-11.15,77.885
8906000000137,Nataraj Stationery Original 10pc,3,8906000000456,Nataraj Stationery Value Pack 10pc,Same subcategory,57.55,65.245
8906000000138,Surf Excel Detergent Regular 2kg,1,8906000000135,Rin Detergent Fresh 1kg,Same subcategory,-3.1,86.69
8906000000138,Surf Excel Detergent Regular 2kg,2,8906000000407,Surf Excel Detergent Premium 2kg,Same subcategory,-65.25,72.475
8906000000138,Surf Excel Detergent Regular 2kg,3,8906000000054,Tide Detergent Family Pack 2kg,Same subcategory,-107.7,60.230000000000004
8906000000139,Dove Conditioner Original 340ml,1,8906000000378,L'Oreal Conditioner Jumbo 175ml,Same subcategory,-3.9,86.61
8906000000139,Dove Conditioner Original 340ml,2,8906000000347,Dove Conditioner Value Pack 175ml,Same subcategory,4.5,78.55
8906000000139,Dove Conditioner Original 340ml,3,8906000000264,Dove Conditioner Lite 340ml,Same subcategory,-21.9,68.81
8906000000140,Aashirvaad Salt Salt Regular 1kg,1,8906000000322,Tata Salt Salt Lite 1kg,Same subcategory,-19.13,85.087
8906000000140,Aashirvaad Salt Salt Regular 1kg,2,8906000000090,Saffola Salt Salt Classic 1kg,Same subcategory,-120.93,66.907
8906000000140,Aashirvaad Salt Salt Regular 1kg,3,8906000000252,Aashirvaad Salt Salt Mini 1kg,Same subcategory,-146.93,56.307
8906000000141,Clean & Clear Face Wash Value Pack 100g,1,8906000000499,Nivea Face Wash Mini 150g,Same subcategory,-0.25,86.975
8906000000141,Clean & Clear Face Wash Value Pack 100g,2,8906000000488,Ponds Face Wash Original 50g,Same subcategory,-3.15,78.685
8906000000141,Clean & Clear Face Wash Value Pack 100g,3,8906000000369,Ponds Face Wash Family Pack 150g,Same subcategory,10.46,69.954
8906000000142,Gowardhan Butter Mini 100g,1,8906000000055,Amul Butter Lite 100g,Same subcategory,6.0,86.4
8906000000142,Gowardhan Butter Mini 100g,2,8906000000320,Gowardhan Butter Mini 100g,Same subcategory,-43.0,74.7
8906000000142,Gowardhan Butter Mini 100g,3,8906000000124,Amul Butter Original 100g,Same subcategory,-72.96,63.704
8906000000143,Hide & Seek Cream Biscuits Mini 150g,1,8906000000349,Treat Cream Biscuits Value Pack 150g,Same subcategory,-4.6,86.54
8906000000143,Hide & Seek Cream Biscuits Mini 150g,2,8906000000089,Hide & Seek Cream Biscuits Regular 150g,Same subcategory,5.99,78.401
8906000000143,Hide & Seek Cream Biscuits Mini 150g,3,8906000000061,Bourbon Cream Biscuits Jumbo 150g,Same subcategory,9.12,70.088
8906000000144,Amul Butter Jumbo 100g,1,8906000000336,Gowardhan Butter Premium 500g,Same subcategory,5.55,86.445
8906000000144,Amul Butter Jumbo 100g,2,8906000000091,Amul Butter Family Pack 100g,Same subcategory,24.03,76.597
8906000000144,Amul Butter Jumbo 100g,3,8906000000201,Britannia Butter Lite 500g,Same subcategory,-26.65,68.335
8906000000145,Rajdhani Suji Regular 500g,1,8906000000013,Aashirvaad Suji Original 1kg,Same subcategory,-153.03,71.697
8906000000145,Rajdhani Suji Regular 500g,2,8906000000042,Rajdhani Suji Jumbo 1kg,Same subcategory,-210.35,57.965
8906000000145,Rajdhani Suji Regular 500g,3,8906000000239,Rajdhani Suji Premium 500g,Same subcategory,-212.55,55
8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,1,8906000000323,Sunfeast Glucose Glucose Biscuits Original 250g,Same subcategory,-9.5,86.05
